,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
36,frozenset({'beer'}),frozenset({'wine'}),0.8438945886139609,0.8483202574934621,0.7509555421444377,0.8898688915375447,1.0489775337522254,0.035062667434103134,1.3772651944046028,0.29909748937451164
37,frozenset({'wine'}),frozenset({'beer'}),0.8483202574934621,0.8438945886139609,0.7509555421444377,0.8852264643111216,1.0489775337522254,0.035062667434103134,1.360116776477121,0.30782447182310485
38,frozenset({'butter'}),frozenset({'bread'}),0.8782941058137196,0.8738684369342185,0.7871655602494468,0.8962437013284471,1.0256048433019591,0.01965206283347465,1.215652106722301,0.20513059878810472
39,frozenset({'bread'}),frozenset({'butter'}),0.8738684369342185,0.8782941058137196,0.7871655602494468,0.9007826887661142,1.0256048433019591,0.01965206283347465,1.2266598708705392,0.1979330339183466
40,frozenset({'cheese'}),frozenset({'bread'}),0.856366928183464,0.8738684369342185,0.7835445584389459,0.914963589382194,1.0470267041479941,0.035192529465104094,1.4832653700857237,0.3127032070851455
41,frozenset({'bread'}),frozenset({'cheese'}),0.8738684369342185,0.856366928183464,0.7835445584389459,0.8966390423572744,1.0470267041479941,0.035192529465104094,1.3896259776637692,0.3560926473027016
42,frozenset({'chocolate'}),frozenset({'bread'}),0.8304164152082076,0.8738684369342185,0.7668477167571918,0.9234496124031008,1.0567375744143217,0.04117302199467843,1.6476933301757788,0.3166064833658838
43,frozenset({'bread'}),frozenset({'chocolate'}),0.8738684369342185,0.8304164152082076,0.7668477167571918,0.8775322283609577,1.056737574414322,0.04117302199467843,1.384720098375087,0.4256766594536523
44,frozenset({'coca-cola'}),frozenset({'bread'}),0.8491249245624622,0.8738684369342185,0.7765037215851941,0.9144752428334518,1.046467871115352,0.03448025099590901,1.474795921608488,0.29431295336787533
45,frozenset({'bread'}),frozenset({'coca-cola'}),0.8738684369342185,0.8491249245624622,0.7765037215851941,0.8885819521178637,1.0464678711153519,0.03448025099590901,1.3541349745881488,0.35204898728214756
46,frozenset({'coffee'}),frozenset({'bread'}),0.8457050895192114,0.8738684369342185,0.7759002212834439,0.9174595623215984,1.049882938374923,0.03686523659797736,1.5281184182378826,0.30793535112339115
47,frozenset({'bread'}),frozenset({'coffee'}),0.8738684369342185,0.8457050895192114,0.7759002212834439,0.8878913443830571,1.049882938374923,0.03686523659797736,1.3762979283953705,0.3766928457920909
48,frozenset({'eggs'}),frozenset({'bread'}),0.8694427680547173,0.8738684369342185,0.8062764031382016,0.9273484497917631,1.061199158359773,0.046497810414465546,1.7361166100965228,0.44172056503326235
49,frozenset({'bread'}),frozenset({'eggs'}),0.8738684369342185,0.8694427680547173,0.8062764031382016,0.9226519337016575,1.0611991583597733,0.046497810414465546,1.6879184987211566,0.457219532227412
50,frozenset({'honey'}),frozenset({'bread'}),0.8276000804667069,0.8738684369342185,0.7545765439549387,0.911764705882353,1.0433661033474164,0.03136295523086419,1.429491048078859,0.2410885685248626
51,frozenset({'bread'}),frozenset({'honey'}),0.8738684369342185,0.8276000804667069,0.7545765439549387,0.8634898710865562,1.0433661033474164,0.03136295523086419,1.2629093599538372,0.3295261614446687
52,frozenset({'juice'}),frozenset({'bread'}),0.8388654194327098,0.8738684369342185,0.7658418829209415,0.9129496402877697,1.0447220676497475,0.032783870043111785,1.4489493608383157,0.2656637831552163
53,frozenset({'bread'}),frozenset({'juice'}),0.8738684369342185,0.8388654194327098,0.7658418829209415,0.8763812154696132,1.0447220676497475,0.032783870043111785,1.3034797355387497,0.33938866077723795
54,frozenset({'milk'}),frozenset({'bread'}),0.856366928183464,0.8738684369342185,0.7756990545161939,0.9058022081277896,1.0365429964556265,0.027347025542352132,1.3390076408255167,0.24544963213501245
55,frozenset({'bread'}),frozenset({'milk'}),0.8738684369342185,0.856366928183464,0.7756990545161939,0.8876611418047883,1.0365429964556268,0.027347025542352132,1.278569803219329,0.27950723659393767
56,frozenset({'pens'}),frozenset({'bread'}),0.8267954133977067,0.8738684369342185,0.7746932206799437,0.9369829683698297,1.0722242946055303,0.05218280510970885,2.0015471976847983,0.38890029921184405
57,frozenset({'bread'}),frozenset({'pens'}),0.8738684369342185,0.8267954133977067,0.7746932206799437,0.8865101289134439,1.0722242946055305,0.05218280510970885,1.526167797566659,0.5340401237980825
58,frozenset({'pepper'}),frozenset({'bread'}),0.824180245423456,0.8738684369342185,0.7644337155501911,0.9275079326336344,1.061381660479235,0.04420861272993504,1.7399360736717415,0.32892689389377344
59,frozenset({'bread'}),frozenset({'pepper'}),0.8738684369342185,0.824180245423456,0.7644337155501911,0.8747697974217311,1.061381660479235,0.04420861272993504,1.403972451986226,0.4585041551246539
60,frozenset({'salt'}),frozenset({'bread'}),0.8310199155099578,0.8738684369342185,0.7664453832226916,0.9222948438634713,1.055416130028848,0.04024330859479852,1.6232071246876738,0.3107255343082115
61,frozenset({'bread'}),frozenset({'salt'}),0.8738684369342185,0.8310199155099578,0.7664453832226916,0.8770718232044199,1.055416130028848,0.04024330859479852,1.3746245075369727,0.41628301247033095
62,frozenset({'sugar'}),frozenset({'bread'}),0.7972238986119493,0.8738684369342185,0.7396902031784349,0.9278324501640172,1.0617530179017793,0.04302140101180696,1.7477600854185047,0.286825601875235
63,frozenset({'bread'}),frozenset({'sugar'}),0.8738684369342185,0.7972238986119493,0.7396902031784349,0.8464548802946593,1.0617530179017793,0.04302140101180696,1.3206287622634068,0.4611167570817174
64,frozenset({'tea'}),frozenset({'bread'}),0.8141219070609536,0.8738684369342185,0.7614162140414403,0.935260686928589,1.070253424199359,0.0499807756441798,1.948299373004646,0.3531446756677931
65,frozenset({'bread'}),frozenset({'tea'}),0.8738684369342185,0.8141219070609536,0.7614162140414403,0.871316758747698,1.070253424199359,0.0499807756441798,1.4444623179377778,0.5204237325630635
66,frozenset({'tomatoes'}),frozenset({'bread'}),0.8449004224502112,0.8738684369342185,0.7501508750754375,0.8878571428571428,1.0160077940015784,0.01181906354381057,1.1247400528158857,0.10158365445717796
67,frozenset({'bread'}),frozenset({'tomatoes'}),0.8738684369342185,0.8449004224502112,0.7501508750754375,0.8584254143646409,1.0160077940015786,0.01181906354381057,1.0955326258150937,0.1249138717487786
68,frozenset({'vodka'}),frozenset({'bread'}),0.8764836049084691,0.8738684369342185,0.796016898008449,0.908193711269222,1.039279682025622,0.030085540188615978,1.3738880506940263,0.3059925963060553
69,frozenset({'bread'}),frozenset({'vodka'}),0.8738684369342185,0.8764836049084691,0.796016898008449,0.9109116022099447,1.039279682025622,0.030085540188615978,1.3864475976165633,0.29964825220401586
70,frozenset({'water'}),frozenset({'bread'}),0.8366525849929591,0.8738684369342185,0.7555823777911889,0.9031017071411397,1.033452713213307,0.024458091086418277,1.3016902501007082,0.1981656935110717
71,frozenset({'bread'}),frozenset({'water'}),0.8738684369342185,0.8366525849929591,0.7555823777911889,0.8646408839779005,1.033452713213307,0.024458091086418277,1.2067706986234443,0.25663563497765585
72,frozenset({'wine'}),frozenset({'bread'}),0.8483202574934621,0.8738684369342185,0.7660430496881915,0.9030116196348115,1.0333496227450847,0.024722752252746116,1.300481177135454,0.21277277489245072
73,frozenset({'bread'}),frozenset({'wine'}),0.8738684369342185,0.8483202574934621,0.7660430496881915,0.8766114180478821,1.0333496227450847,0.024722752252746116,1.2292850773291057,0.2558702907000125
74,frozenset({'cheese'}),frozenset({'butter'}),0.856366928183464,0.8782941058137196,0.768054717360692,0.8968757340850364,1.0211564988861008,0.01591269192335465,1.180186768908874,0.14424376350854673
75,frozenset({'butter'}),frozenset({'cheese'}),0.8782941058137196,0.856366928183464,0.768054717360692,0.874484654145671,1.0211564988861008,0.01591269192335465,1.1443466999105758,0.1702314828844668
76,frozenset({'chocolate'}),frozenset({'butter'}),0.8304164152082076,0.8782941058137196,0.75980687990344,0.9149709302325582,1.0417591603724339,0.030457037055112712,1.4313445333360846,0.23637449744991412
77,frozenset({'butter'}),frozenset({'chocolate'}),0.8782941058137196,0.8304164152082076,0.75980687990344,0.8650939074667888,1.0417591603724339,0.030457037055112712,1.2570491191866986,0.3293614898351696
78,frozenset({'butter'}),frozenset({'coca-cola'}),0.8782941058137196,0.8491249245624622,0.7708710521021928,0.8776912505726066,1.0336420769003618,0.02508963575946288,1.2335591373788204,0.2674243862040414
79,frozenset({'coca-cola'}),frozenset({'butter'}),0.8491249245624622,0.8782941058137196,0.7708710521021928,0.9078417436626393,1.0336420769003618,0.02508963575946288,1.320618455939049,0.21572233820459336
80,frozenset({'butter'}),frozenset({'coffee'}),0.8782941058137196,0.8457050895192114,0.7583987125326896,0.8634906092533211,1.0210304040433538,0.015620917151302205,1.1302878844951727,0.169237784159415
81,frozenset({'coffee'}),frozenset({'butter'}),0.8457050895192114,0.8782941058137196,0.7583987125326896,0.8967649857278783,1.021030404043354,0.015620917151302205,1.178920689306736,0.13349264591453203
82,frozenset({'eggs'}),frozenset({'butter'}),0.8694427680547173,0.8782941058137196,0.7905853952926977,0.9093012494215642,1.0353038275021977,0.02695893676787453,1.341869578247716,0.2611878913340944
83,frozenset({'butter'}),frozenset({'eggs'}),0.8782941058137196,0.8694427680547173,0.7905853952926977,0.9001374255611544,1.0353038275021977,0.02695893676787453,1.3073689786080374,0.2801833743402105
84,frozenset({'butter'}),frozenset({'honey'}),0.8782941058137196,0.8276000804667069,0.7656407161536914,0.8717361429225836,1.0533301814458345,0.0387644435088228,1.3441036583613535,0.4160034395452167
85,frozenset({'honey'}),frozenset({'butter'}),0.8276000804667069,0.8782941058137196,0.7656407161536914,0.9251336898395723,1.0533301814458347,0.0387644435088228,1.625643015202463,0.2936780407524574
86,frozenset({'juice'}),frozenset({'butter'}),0.8388654194327098,0.8782941058137196,0.752162542747938,0.8966426858513189,1.0208911569782195,0.015391989289235353,1.1775257047721326,0.1269972443512198
87,frozenset({'butter'}),frozenset({'juice'}),0.8782941058137196,0.8388654194327098,0.752162542747938,0.8563902885936784,1.0208911569782195,0.015391989289235353,1.1220312260873828,0.1681401532650034
88,frozenset({'butter'}),frozenset({'milk'}),0.8782941058137196,0.856366928183464,0.7720780527056931,0.8790655061841504,1.0265056686026337,0.01993602726835575,1.1876931658162813,0.21216112041826332
89,frozenset({'milk'}),frozenset({'butter'}),0.856366928183464,0.8782941058137196,0.7720780527056931,0.9015738783180645,1.0265056686026337,0.01993602726835575,1.2365202662314947,0.17977237794544715
90,frozenset({'pens'}),frozenset({'butter'}),0.8267954133977067,0.8782941058137196,0.7539730436531885,0.9119221411192214,1.0382878981913994,0.027803505352165137,1.3817989643801454,0.21290425741580227
91,frozenset({'butter'}),frozenset({'pens'}),0.8782941058137196,0.8267954133977067,0.7539730436531885,0.858451672010994,1.0382878981913994,0.027803505352165137,1.2236427590705705,0.30299267047108397
92,frozenset({'butter'}),frozenset({'pepper'}),0.8782941058137196,0.824180245423456,0.7509555421444377,0.8550160329821347,1.037413888199705,0.027082890460911502,1.2126841208233665,0.29632560168078803
93,frozenset({'pepper'}),frozenset({'butter'}),0.824180245423456,0.8782941058137196,0.7509555421444377,0.911154503295094,1.037413888199705,0.027082890460911502,1.3698600232999747,0.205122413062788
94,frozenset({'salt'}),frozenset({'butter'}),0.8310199155099578,0.8782941058137196,0.7539730436531885,0.9072863713386589,1.0330097462034982,0.02409315004697732,1.3127076994347886,0.1891046653453268
95,frozenset({'butter'}),frozenset({'salt'}),0.8782941058137196,0.8310199155099578,0.7539730436531885,0.858451672010994,1.0330097462034982,0.02409315004697732,1.1937978137273855,0.2625585436199578
96,frozenset({'butter'}),frozenset({'sugar'}),0.8782941058137196,0.7972238986119493,0.7368738684369343,0.8389830508474576,1.0523807079895815,0.036676817272224826,1.2593463138836831,0.40896568995742616
97,frozenset({'sugar'}),frozenset({'butter'}),0.7972238986119493,0.8782941058137196,0.7368738684369343,0.9242997728993188,1.0523807079895817,0.036676817272224826,1.6077348622007654,0.24546055796055835
98,frozenset({'butter'}),frozenset({'tea'}),0.8782941058137196,0.8141219070609536,0.7501508750754375,0.8540998625744388,1.0491056132585954,0.035112402689977174,1.2740090326089115,0.3845920626583239
99,frozenset({'tea'}),frozenset({'butter'}),0.8141219070609536,0.8782941058137196,0.7501508750754375,0.9214232765011119,1.0491056132585954,0.035112402689977174,1.548879728842379,0.251816231502474
100,frozenset({'butter'}),frozenset({'tomatoes'}),0.8782941058137196,0.8449004224502112,0.756185878092939,0.8609711406321575,1.019020842876775,0.014114817055396855,1.11559267805993,0.153368114871416
101,frozenset({'tomatoes'}),frozenset({'butter'}),0.8449004224502112,0.8782941058137196,0.756185878092939,0.8949999999999999,1.0190208428767749,0.014114817055396855,1.1591037541550506,0.12034722373178558
102,frozenset({'butter'}),frozenset({'vodka'}),0.8782941058137196,0.8764836049084691,0.7966203983101992,0.9070087036188731,1.0348267766099193,0.0268100142767298,1.3282575885951324,0.27652475164871865
103,frozenset({'vodka'}),frozenset({'butter'}),0.8764836049084691,0.8782941058137196,0.7966203983101992,0.9088822584347028,1.0348267766099193,0.0268100142767298,1.335699196397038,0.2724714572434442
104,frozenset({'butter'}),frozenset({'water'}),0.8782941058137196,0.8366525849929591,0.7732850533091933,0.8804397617956939,1.0523361519322902,0.03845801929606518,1.36623527571023,0.408635116657063
105,frozenset({'water'}),frozenset({'butter'}),0.8366525849929591,0.8782941058137196,0.7732850533091933,0.9242606395768214,1.0523361519322902,0.03845801929606518,1.6069041711769534,0.3044633566225653
106,frozenset({'butter'}),frozenset({'wine'}),0.8782941058137196,0.8483202574934621,0.7724803862401931,0.8795235913879982,1.0367824929546452,0.027405704241308504,1.258999535710161,0.2915022382920111
107,frozenset({'wine'}),frozenset({'butter'}),0.8483202574934621,0.8782941058137196,0.7724803862401931,0.9105999525729191,1.0367824929546452,0.027405704241308504,1.3613627474364578,0.23389768457117596
108,frozenset({'chocolate'}),frozenset({'cheese'}),0.8304164152082076,0.856366928183464,0.7525648762824382,0.90625,1.0582496476391825,0.041423721677461334,1.5320860993763834,0.32457970303104694
109,frozenset({'cheese'}),frozenset({'chocolate'}),0.856366928183464,0.8304164152082076,0.7525648762824382,0.8787878787878789,1.0582496476391825,0.041423721677461334,1.3990645745322883,0.3832222544190089
110,frozenset({'cheese'}),frozenset({'coca-cola'}),0.856366928183464,0.8491249245624622,0.7441158720579361,0.8689217758985202,1.0233144155393377,0.016953368766364663,1.1510308174508934,0.1586211126786493
111,frozenset({'coca-cola'}),frozenset({'cheese'}),0.8491249245624622,0.856366928183464,0.7441158720579361,0.8763326226012794,1.0233144155393377,0.016953368766364663,1.161446735895783,0.15100729927007417
112,frozenset({'cheese'}),frozenset({'coffee'}),0.856366928183464,0.8457050895192114,0.7759002212834439,0.9060371153394409,1.0713393197793437,0.05166635162275535,1.6420835847917916,0.46360431649973927
113,frozenset({'coffee'}),frozenset({'cheese'}),0.8457050895192114,0.856366928183464,0.7759002212834439,0.9174595623215984,1.0713393197793437,0.05166635162275535,1.7401539882326131,0.43156907689806245
114,frozenset({'eggs'}),frozenset({'cheese'}),0.8694427680547173,0.856366928183464,0.7789177227921947,0.8958815363257752,1.0461421463649117,0.03435569028184848,1.3795158586468195,0.33783618153803163
115,frozenset({'cheese'}),frozenset({'eggs'}),0.856366928183464,0.8694427680547173,0.7789177227921947,0.9095607235142119,1.0461421463649114,0.03435569028184848,1.443589964652126,0.30708078686019963
116,frozenset({'cheese'}),frozenset({'honey'}),0.856366928183464,0.8276000804667069,0.7437135385234359,0.8684519614752173,1.0493618620547656,0.03498419984977452,1.3105472454521947,0.32750038073114085
117,frozenset({'honey'}),frozenset({'cheese'}),0.8276000804667069,0.856366928183464,0.7437135385234359,0.8986387943607195,1.0493618620547656,0.03498419984977452,1.4170418643962321,0.2728532926978233
118,frozenset({'juice'}),frozenset({'cheese'}),0.8388654194327098,0.856366928183464,0.7406960370146852,0.8829736211031175,1.0310692672077983,0.022319434615762468,1.2273563718749076,0.18700551524065942
119,frozenset({'cheese'}),frozenset({'juice'}),0.856366928183464,0.8388654194327098,0.7406960370146852,0.8649283533004464,1.0310692672077983,0.022319434615762468,1.1929563643042693,0.209791901551496
120,frozenset({'cheese'}),frozenset({'milk'}),0.856366928183464,0.856366928183464,0.7728827197746932,0.90251350716467,1.0538864562169545,0.03951840408831098,1.4733638234289015,0.35598471559368233
121,frozenset({'milk'}),frozenset({'cheese'}),0.856366928183464,0.856366928183464,0.7728827197746932,0.90251350716467,1.0538864562169545,0.03951840408831098,1.4733638234289015,0.35598471559368233
122,frozenset({'pens'}),frozenset({'cheese'}),0.8267954133977067,0.856366928183464,0.7537718768859385,0.9116788321167885,1.0645890238319369,0.0457316284783672,1.626258747013674,0.3502816190234429
123,frozenset({'cheese'}),frozenset({'pens'}),0.856366928183464,0.8267954133977067,0.7537718768859385,0.8801973220577873,1.0645890238319369,0.0457316284783672,1.4457488728744385,0.422398422940034
124,frozenset({'cheese'}),frozenset({'pepper'}),0.856366928183464,0.824180245423456,0.7328505330919333,0.8557669720460419,1.0383250227095129,0.02704982804915468,1.2189978749712511,0.2569772350334594
125,frozenset({'pepper'}),frozenset({'cheese'}),0.824180245423456,0.856366928183464,0.7328505330919333,0.8891872101537711,1.0383250227095129,0.02704982804915468,1.296177742802529,0.20993334761314644
126,frozenset({'cheese'}),frozenset({'salt'}),0.856366928183464,0.8310199155099578,0.7392878696439348,0.8632840028188865,1.0388246860355084,0.027629897339390364,1.23599350459469,0.26020236666094937
127,frozenset({'salt'}),frozenset({'cheese'}),0.8310199155099578,0.856366928183464,0.7392878696439348,0.8896151053013798,1.0388246860355084,0.027629897339390364,1.3012022361274338,0.22117201166180708
128,frozenset({'cheese'}),frozenset({'sugar'}),0.856366928183464,0.7972238986119493,0.7193723596861799,0.8400281888653982,1.0536916797501625,0.03665617855741943,1.267573955372881,0.3547635497151883
129,frozenset({'sugar'}),frozenset({'cheese'}),0.7972238986119493,0.856366928183464,0.7193723596861799,0.9023467070401211,1.0536916797501625,0.03665617855741943,1.4708471927879376,0.25129084771492516
130,frozenset({'cheese'}),frozenset({'tea'}),0.856366928183464,0.8141219070609536,0.728223697445182,0.8503641061780597,1.044516919152739,0.03103662072852964,1.2422025771452447,0.2967257068573286
131,frozenset({'tea'}),frozenset({'cheese'}),0.8141219070609536,0.856366928183464,0.728223697445182,0.8944897454904867,1.0445169191527388,0.03103662072852964,1.361318598692085,0.22928804620793578
132,frozenset({'cheese'}),frozenset({'tomatoes'}),0.856366928183464,0.8449004224502112,0.7388855361094347,0.8628141883955838,1.0212022215510588,0.015340756714836257,1.1305803110093338,0.14454902570884096
133,frozenset({'tomatoes'}),frozenset({'cheese'}),0.8449004224502112,0.856366928183464,0.7388855361094347,0.8745238095238096,1.021202221551059,0.015340756714836257,1.1447037981583517,0.1338625218626621
134,frozenset({'cheese'}),frozenset({'vodka'}),0.856366928183464,0.8764836049084691,0.7823375578354456,0.9135541461122857,1.042294620225883,0.03174598549681096,1.4288296030017589,0.28251413705106676
135,frozenset({'vodka'}),frozenset({'cheese'}),0.8764836049084691,0.856366928183464,0.7823375578354456,0.8925866421849896,1.042294620225883,0.03174598549681096,1.3371993459501001,0.3285262114893513
136,frozenset({'cheese'}),frozenset({'water'}),0.856366928183464,0.8366525849929591,0.727620197143432,0.8496593845431055,1.0155462372117763,0.011138592976256967,1.0865155401327706,0.10657887705815078
137,frozenset({'water'}),frozenset({'cheese'}),0.8366525849929591,0.856366928183464,0.727620197143432,0.8696802115893244,1.0155462372117763,0.011138592976256967,1.1021585713744895,0.09371590913733949
138,frozenset({'cheese'}),frozenset({'wine'}),0.856366928183464,0.8483202574934621,0.7417018708509354,0.8661028893587034,1.0209621681295031,0.015228457825454011,1.1328081821935654,0.14294603113824852
139,frozenset({'wine'}),frozenset({'cheese'}),0.8483202574934621,0.856366928183464,0.7417018708509354,0.8743182357125919,1.0209621681295031,0.015228457825454011,1.1428314412270422,0.13536268731128578
140,frozenset({'chocolate'}),frozenset({'coca-cola'}),0.8304164152082076,0.8491249245624622,0.7567893783946892,0.9113372093023255,1.0732663509694054,0.051662102475589555,1.7016729819840315,0.4025438880280611
141,frozenset({'coca-cola'}),frozenset({'chocolate'}),0.8491249245624622,0.8304164152082076,0.7567893783946892,0.8912579957356077,1.0732663509694054,0.051662102475589555,1.55950394641864,0.4524593301435405
142,frozenset({'chocolate'}),frozenset({'coffee'}),0.8304164152082076,0.8457050895192114,0.7431100382216858,0.8948643410852712,1.0581281254840351,0.04082264945980585,1.4675792407020618,0.3239397541844325
143,frozenset({'coffee'}),frozenset({'chocolate'}),0.8457050895192114,0.8304164152082076,0.7431100382216858,0.878686964795433,1.0581281254840351,0.04082264945980585,1.3979007656170497,0.3560380870632027
